X	EAF2	SPIB	KLF1	POU2F2	IKZF3	SPI1	BCL11A	IKZF1	IRF5	IRF8	NFE2	BTG2	AKNA	TCF7	GFI1B	KLF2	JUNB	GATA1	TAL1	MYB
PM.AU.0003.N.genes.results	 4.513986777	 6.137909825	 0.008988151	 0.142239454	 1.173100207	 2.654711932	 0.882054361	 2.195042217	 1.780016019	17.214233557	 0.037275687	11.876922914	 3.299759333	 0.551568493	 0.223686163	 1.455918811	39.247163493	 0.037275687	 0.348681526	 8.924437921
PM.AS.0045.N.genes.results	 4.513986777	11.876922914	 0.008988151	 0.142239454	 1.780016019	 1.455918811	 0.882054361	 2.654711932	 2.195042217	 6.137909825	 0.037275687	 8.924437921	 3.299759333	 0.551568493	 0.348681526	 1.173100207	39.247163493	 0.037275687	 0.223686163	17.214233557
PM.AU.0070.N.genes.results	 4.513986777	 6.137909825	 0.008988151	 0.348681526	 1.780016019	 1.455918811	 0.882054361	 2.195042217	 1.173100207	 8.924437921	 0.049425531	17.214233557	 2.654711932	 0.551568493	 0.142239454	 3.299759333	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.PU.1012.N.genes.results	 8.924437921	 3.299759333	 0.008988151	 0.348681526	 1.780016019	 1.173100207	 0.882054361	 2.654711932	 1.455918811	 6.137909825	 0.049425531	17.214233557	 4.513986777	 0.551568493	 0.142239454	 2.195042217	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.AU.0032.N.genes.results	11.87692291	 6.13790983	 0.01705700	 0.34868153	 0.88205436	 2.19504222	 1.45591881	 1.78001602	 1.17310021	 4.51398678	 0.14223945	17.21423356	 2.65471193	 0.22368616	 0.04942553	 3.29975933	39.24716349	 0.01705700	 0.55156849	 8.92443792
PM.AA.0051.N.genes.results	 3.299759333	11.876922914	 0.008988151	 0.223686163	 1.780016019	 1.455918811	 1.173100207	 2.424877075	 0.882054361	 6.137909825	 0.049425531	 8.924437921	 4.513986777	 0.551568493	 0.348681526	 2.424877075	39.247163493	 0.025125843	 0.142239454	17.214233557
PM.PS.0034.N.genes.results	 6.137909825	 4.513986777	 0.008988151	 0.348681526	 1.455918811	 1.173100207	 2.195042217	 2.654711932	 0.882054361	 8.924437921	 0.037275687	11.876922914	 3.299759333	 0.551568493	 0.142239454	 1.780016019	39.247163493	 0.037275687	 0.223686163	17.214233557
PM.AU.0060.N.genes.results	 4.513986777	 6.137909825	 0.025125843	 0.551568493	 2.195042217	 1.780016019	 1.173100207	 2.654711932	 0.882054361	 8.924437921	 0.049425531	17.214233557	 3.299759333	 0.348681526	 0.142239454	 1.455918811	39.247163493	 0.008988151	 0.223686163	11.876922914
PM.AS.0015.N.genes.results	 4.513986777	11.876922914	 0.025125843	 0.142239454	 1.780016019	 1.455918811	 0.882054361	 2.654711932	 1.173100207	 8.924437921	 0.008988151	 6.137909825	 3.299759333	 0.348681526	 0.551568493	 2.195042217	39.247163493	 0.049425531	 0.223686163	17.214233557
PM.PS.0029.N.genes.results	 4.51398678	 6.13790983	 0.01705700	 0.14223945	 1.78001602	 2.19504222	 1.17310021	 2.65471193	 1.45591881	 8.92443792	 0.04942553	17.21423356	 3.29975933	 0.55156849	 0.22368616	 0.88205436	39.24716349	 0.01705700	 0.34868153	11.87692291
PM.AU.0067.N.genes.results	 6.137909825	 4.513986777	 0.008988151	 0.142239454	 1.173100207	 1.455918811	 0.882054361	 2.195042217	 1.780016019	 8.924437921	 0.049425531	17.214233557	 3.299759333	 0.348681526	 0.551568493	 2.654711932	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.PS.0024.N.genes.results	 4.513986777	 6.137909825	 0.008988151	 0.223686163	 1.780016019	 2.195042217	 1.173100207	 2.654711932	 1.455918811	17.214233557	 0.049425531	 8.924437921	 3.299759333	 0.551568493	 0.348681526	 0.882054361	39.247163493	 0.025125843	 0.142239454	11.876922914
PM.AS.0031.N.genes.results	11.87692291	 6.13790983	 0.01705700	 0.34868153	 2.65471193	 1.17310021	 0.88205436	 2.19504222	 1.45591881	 8.92443792	 0.04942553	 4.51398678	 3.29975933	 0.55156849	 0.18296281	 1.78001602	17.21423356	 0.01705700	 0.18296281	39.24716349
PM.AU.0048.N.genes.results	 2.65471193	 8.92443792	 0.01705700	 0.22368616	 0.88205436	 2.19504222	 1.45591881	 1.78001602	 1.17310021	 6.13790983	 0.04942553	17.21423356	 4.51398678	 0.55156849	 0.14223945	 3.29975933	39.24716349	 0.01705700	 0.34868153	11.87692291
PM.PS.0010.N.genes.results	 4.513986777	11.876922914	 0.025125843	 0.142239454	 1.173100207	 2.654711932	 0.882054361	 2.195042217	 1.780016019	17.214233557	 0.008988151	 6.137909825	 3.299759333	 0.223686163	 0.348681526	 1.455918811	39.247163493	 0.049425531	 0.551568493	 8.924437921
PM.AS.0005.N.genes.results	 4.513986777	 8.924437921	 0.008988151	 0.142239454	 1.173100207	 1.455918811	 2.195042217	 1.780016019	 0.882054361	 6.137909825	 0.037275687	17.214233557	 2.654711932	 0.551568493	 0.286183845	 3.299759333	39.247163493	 0.037275687	 0.286183845	11.876922914
PM.PU.1009.N.genes.results	 8.924437921	 4.513986777	 0.008988151	 0.551568493	 2.195042217	 1.173100207	 0.882054361	 3.299759333	 1.455918811	11.876922914	 0.037275687	17.214233557	 2.654711932	 0.348681526	 0.142239454	 1.780016019	39.247163493	 0.037275687	 0.223686163	 6.137909825
PM.AU.0013.N.genes.results	 4.513986777	 8.924437921	 0.008988151	 0.348681526	 1.455918811	 1.987529118	 0.882054361	 1.987529118	 1.173100207	11.876922914	 0.037275687	17.214233557	 2.654711932	 0.142239454	 0.551568493	 3.299759333	39.247163493	 0.037275687	 0.223686163	 6.137909825
PM.AU.0028.N.genes.results	 3.299759333	 8.924437921	 0.008988151	 0.223686163	 1.455918811	 1.780016019	 1.173100207	 2.654711932	 0.882054361	 6.137909825	 0.049425531	11.876922914	 4.513986777	 0.551568493	 0.348681526	 2.195042217	39.247163493	 0.025125843	 0.142239454	17.214233557
PM.AS.0016.N.genes.results	 6.137909825	 4.513986777	 0.008988151	 0.223686163	 1.780016019	 1.455918811	 0.882054361	 2.654711932	 1.173100207	 8.924437921	 0.049425531	11.876922914	 3.299759333	 0.551568493	 0.142239454	 2.195042217	39.247163493	 0.025125843	 0.348681526	17.214233557
PM.AS.0038.N.genes.results	 4.513986777	 8.924437921	 0.008988151	 0.882054361	 1.173100207	 1.780016019	 0.551568493	 2.195042217	 1.455918811	 6.137909825	 0.025125843	17.214233557	 3.299759333	 0.223686163	 0.142239454	 2.654711932	39.247163493	 0.049425531	 0.348681526	11.876922914
PM.PS.0046.N.genes.results	 3.299759333	 8.924437921	 0.049425531	 0.182962808	 0.882054361	 2.654711932	 1.173100207	 2.195042217	 1.780016019	11.876922914	 0.025125843	17.214233557	 4.513986777	 0.551568493	 0.182962808	 1.455918811	39.247163493	 0.008988151	 0.348681526	 6.137909825
PM.AU.0006.N.genes.results	 1.455918811	 8.924437921	 0.008988151	 0.348681526	 1.780016019	 2.654711932	 1.173100207	 3.299759333	 0.551568493	17.214233557	 0.025125843	11.876922914	 4.513986777	 0.882054361	 0.142239454	 2.195042217	39.247163493	 0.049425531	 0.223686163	 6.137909825
PM.AA.0063.N.genes.results	 6.137909825	 0.551568493	 0.008988151	 0.348681526	 1.455918811	 0.882054361	 3.299759333	 1.780016019	 2.195042217	11.876922914	 0.142239454	17.214233557	 4.513986777	 1.173100207	 0.025125843	 2.654711932	39.247163493	 0.049425531	 0.223686163	 8.924437921
PM.PS.0037.N.genes.results	 3.299759333	 0.551568493	 0.025125843	 0.348681526	 1.780016019	 6.137909825	 1.314509509	 2.654711932	 1.314509509	17.214233557	 0.142239454	 8.924437921	 4.513986777	 0.882054361	 0.049425531	 2.195042217	39.247163493	 0.008988151	 0.223686163	11.876922914
PM.AU.0053.N.genes.results	 6.137909825	 2.654711932	 0.008988151	 0.551568493	 2.195042217	 1.780016019	 1.455918811	 3.299759333	 0.882054361	 8.924437921	 0.049425531	11.876922914	 4.513986777	 0.348681526	 0.142239454	 1.173100207	39.247163493	 0.025125843	 0.223686163	17.214233557
PM.AU.0019.N.genes.results	 3.299759333	 6.137909825	 0.008988151	 0.142239454	 1.173100207	 2.195042217	 0.882054361	 1.780016019	 1.455918811	11.876922914	 0.025125843	17.214233557	 2.654711932	 0.348681526	 0.551568493	 4.513986777	39.247163493	 0.049425531	 0.223686163	 8.924437921
PM.AU.0009.N.genes.results	17.214233557	 4.513986777	 0.008988151	 0.348681526	 2.195042217	 1.455918811	 1.173100207	 3.299759333	 0.882054361	 8.924437921	 0.037275687	11.876922914	 1.780016019	 0.551568493	 0.142239454	 2.654711932	39.247163493	 0.037275687	 0.223686163	 6.137909825
PM.AS.0006.N.genes.results	 4.513986777	 8.924437921	 0.025125843	 0.348681526	 1.455918811	 0.882054361	 1.780016019	 2.195042217	 1.173100207	11.876922914	 0.049425531	 6.137909825	 3.299759333	 0.551568493	 0.223686163	 2.654711932	17.214233557	 0.008988151	 0.142239454	39.247163493
PM.AS.0007.N.genes.results	 6.13790983	 4.51398678	 0.04942553	 1.78001602	 1.17310021	 1.45591881	 0.55156849	 2.19504222	 0.88205436	17.21423356	 0.01705700	 8.92443792	 2.65471193	 0.14223945	 0.22368616	 3.29975933	39.24716349	 0.01705700	 0.34868153	11.87692291
PM.AA.0055.N.genes.results	 2.654711932	 6.137909825	 0.008988151	 0.348681526	 2.195042217	 1.173100207	 1.455918811	 3.299759333	 0.882054361	 8.924437921	 0.037275687	17.214233557	 4.513986777	 0.551568493	 0.223686163	 1.780016019	39.247163493	 0.037275687	 0.142239454	11.876922914
PM.AS.0026.N.genes.results	 4.51398678	 8.92443792	 0.01705700	 0.14223945	 1.17310021	 1.45591881	 0.88205436	 2.65471193	 1.78001602	 6.13790983	 0.04942553	11.87692291	 3.29975933	 0.34868153	 0.55156849	 2.19504222	39.24716349	 0.01705700	 0.22368616	17.21423356
PM.PU.1014.N.genes.results	 4.513986777	 6.137909825	 0.008988151	 0.348681526	 1.780016019	 0.551568493	 1.314509509	 2.195042217	 1.314509509	 8.924437921	 0.049425531	17.214233557	 3.299759333	 0.882054361	 0.142239454	 2.654711932	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.AS.0041.N.genes.results	 4.513986777	17.214233557	 0.037275687	 0.223686163	 2.654711932	 1.780016019	 1.173100207	 2.195042217	 0.882054361	 8.924437921	 0.008988151	11.876922914	 6.137909825	 0.551568493	 0.348681526	 1.455918811	39.247163493	 0.037275687	 0.142239454	 3.299759333
PM.PS.0013.N.genes.results	 3.299759333	 4.513986777	 0.008988151	 0.348681526	 1.173100207	 1.455918811	 2.195042217	 2.654711932	 0.882054361	11.876922914	 0.025125843	17.214233557	 6.137909825	 0.551568493	 0.142239454	 1.780016019	39.247163493	 0.049425531	 0.223686163	 8.924437921
PM.AU.0074.N.genes.results	 4.513986777	 6.137909825	 0.008988151	 0.348681526	 1.780016019	 2.195042217	 0.882054361	 2.654711932	 1.455918811	 8.924437921	 0.025125843	11.876922914	 3.299759333	 0.551568493	 0.142239454	 1.173100207	39.247163493	 0.049425531	 0.223686163	17.214233557
PM.AS.0039.N.genes.results	17.21423356	 4.51398678	 0.01705700	 0.55156849	 0.88205436	 2.65471193	 0.34868153	 2.19504222	 1.61796741	 8.92443792	 0.04942553	 6.13790983	 3.29975933	 0.18296281	 0.18296281	 1.61796741	39.24716349	 0.01705700	 1.17310021	11.87692291
PM.AS.0048.N.genes.results	 4.513986777	 6.137909825	 0.037275687	 0.223686163	 1.455918811	 1.173100207	 2.654711932	 1.780016019	 0.882054361	 8.924437921	 0.037275687	11.876922914	 3.299759333	 0.551568493	 0.348681526	 2.195042217	39.247163493	 0.008988151	 0.142239454	17.214233557
PM.AS.0043.N.genes.results	 2.65471193	17.21423356	 0.01705700	 0.22368616	 1.17310021	 1.45591881	 2.19504222	 1.78001602	 0.88205436	 4.51398678	 0.04942553	11.87692291	 8.92443792	 0.55156849	 0.34868153	 3.29975933	39.24716349	 0.01705700	 0.14223945	 6.13790983
PM.AS.0047.N.genes.results	 4.513986777	 6.137909825	 0.008988151	 0.142239454	 1.780016019	 1.455918811	 1.173100207	 2.654711932	 0.882054361	 8.924437921	 0.049425531	17.214233557	 3.299759333	 0.551568493	 0.348681526	 2.195042217	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.PS.0017.N.genes.results	 2.195042217	 6.137909825	 0.008988151	 0.348681526	 1.780016019	 1.455918811	 1.173100207	 3.299759333	 0.882054361	11.876922914	 0.025125843	17.214233557	 4.513986777	 0.551568493	 0.142239454	 2.654711932	39.247163493	 0.049425531	 0.223686163	 8.924437921
PM.AU.0089.N.genes.results	 4.51398678	 0.22368616	 0.01705700	 1.45591881	 0.88205436	 2.19504222	 6.13790983	 1.78001602	 1.17310021	 2.97723563	 0.09583249	39.24716349	 8.92443792	 0.55156849	 0.01705700	11.87692291	17.21423356	 0.09583249	 2.97723563	 0.34868153
PM.AU.0040.N.genes.results	 3.299759333	 8.924437921	 0.008988151	 0.223686163	 0.882054361	 1.780016019	 1.173100207	 1.455918811	 2.195042217	 4.513986777	 0.049425531	17.214233557	 2.654711932	 0.348681526	 0.551568493	 6.137909825	39.247163493	 0.025125843	 0.142239454	11.876922914
PM.PS.0018.N.genes.results	 4.513986777	17.214233557	 0.008988151	 0.551568493	 1.780016019	 2.654711932	 0.882054361	 2.195042217	 1.455918811	 8.924437921	 0.049425531	11.876922914	 3.299759333	 0.348681526	 0.182962808	 1.173100207	39.247163493	 0.025125843	 0.182962808	 6.137909825
PM.AS.0044.N.genes.results	 4.51398678	 6.13790983	 0.01705700	 1.45591881	 2.19504222	 1.78001602	 1.02757728	 2.65471193	 1.02757728	 8.92443792	 0.04942553	11.87692291	 3.29975933	 0.34868153	 0.18296281	 0.55156849	39.24716349	 0.01705700	 0.18296281	17.21423356
PM.AS.0020.N.genes.results	 6.13790983	 4.51398678	 0.01705700	 0.55156849	 1.78001602	 1.17310021	 0.88205436	 2.65471193	 1.45591881	 8.92443792	 0.04942553	11.87692291	 3.29975933	 0.34868153	 0.18296281	 2.19504222	39.24716349	 0.01705700	 0.18296281	17.21423356
PM.AS.0035.N.genes.results	 4.513986777	 8.924437921	 0.008988151	 0.348681526	 0.882054361	 2.654711932	 1.455918811	 1.780016019	 2.195042217	11.876922914	 0.025125843	 6.137909825	 3.299759333	 0.142239454	 0.551568493	 1.173100207	39.247163493	 0.049425531	 0.223686163	17.214233557
PM.PU.1002.N.genes.results	 7.531173873	 4.513986777	 0.008988151	 0.551568493	 1.780016019	 2.195042217	 1.455918811	 2.654711932	 1.173100207	 7.531173873	 0.037275687	17.214233557	 3.299759333	 0.348681526	 0.142239454	 0.882054361	39.247163493	 0.037275687	 0.223686163	11.876922914
PM.AU.0004.N.genes.results	 3.299759333	 8.924437921	 0.008988151	 0.348681526	 1.455918811	 1.780016019	 1.173100207	 2.195042217	 0.882054361	11.876922914	 0.049425531	17.214233557	 2.654711932	 0.551568493	 0.223686163	 4.513986777	39.247163493	 0.025125843	 0.142239454	 6.137909825
PM.AU.0038.N.genes.results	 4.513986777	 6.137909825	 0.025125843	 0.348681526	 1.455918811	 2.195042217	 0.882054361	 2.654711932	 1.173100207	11.876922914	 0.008988151	17.214233557	 3.299759333	 0.551568493	 0.142239454	 1.780016019	39.247163493	 0.049425531	 0.223686163	 8.924437921
PM.AU.0064.N.genes.results	 4.513986777	 6.137909825	 0.008988151	 0.348681526	 2.195042217	 1.780016019	 0.882054361	 2.654711932	 1.455918811	 8.924437921	 0.025125843	17.214233557	 3.299759333	 0.551568493	 0.223686163	 1.173100207	39.247163493	 0.049425531	 0.142239454	11.876922914
PM.AU.0080.N.genes.results	 3.299759333	 6.137909825	 0.008988151	 0.348681526	 2.195042217	 1.780016019	 0.882054361	 2.654711932	 1.173100207	 8.924437921	 0.025125843	17.214233557	 4.513986777	 0.551568493	 0.142239454	 1.455918811	39.247163493	 0.049425531	 0.223686163	11.876922914
PM.AU.0069.N.genes.results	 8.924437921	 4.513986777	 0.008988151	 0.551568493	 2.654711932	 1.455918811	 0.882054361	 2.195042217	 1.173100207	 6.137909825	 0.049425531	17.214233557	 3.299759333	 0.348681526	 0.142239454	 1.780016019	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.AU.0022.N.genes.results	 6.137909825	 4.513986777	 0.037275687	 0.551568493	 1.173100207	 1.780016019	 0.882054361	 2.195042217	 1.455918811	11.876922914	 0.037275687	17.214233557	 3.299759333	 0.348681526	 0.223686163	 2.654711932	39.247163493	 0.008988151	 0.142239454	 8.924437921
PM.PS.0042.N.genes.results	 4.513986777	17.214233557	 0.037275687	 0.142239454	 1.780016019	 2.654711932	 1.173100207	 2.195042217	 1.455918811	 6.137909825	 0.037275687	 8.924437921	 3.299759333	 0.551568493	 0.348681526	 0.882054361	39.247163493	 0.008988151	 0.223686163	11.876922914
PM.AS.0021.N.genes.results	 4.513986777	 8.924437921	 0.008988151	 0.223686163	 1.173100207	 2.195042217	 0.882054361	 2.654711932	 1.455918811	17.214233557	 0.049425531	 6.137909825	 3.299759333	 0.348681526	 0.551568493	 1.780016019	39.247163493	 0.025125843	 0.142239454	11.876922914
PM.AU.0055.N.genes.results	 6.137909825	 4.513986777	 0.008988151	 0.223686163	 2.195042217	 1.780016019	 0.882054361	 2.654711932	 1.173100207	11.876922914	 0.049425531	 8.924437921	 3.299759333	 0.551568493	 0.142239454	 1.455918811	39.247163493	 0.025125843	 0.348681526	17.214233557
PM.AS.0034.N.genes.results	 4.513986777	17.214233557	 0.025125843	 0.142239454	 1.455918811	 1.173100207	 0.882054361	 2.195042217	 2.654711932	 8.924437921	 0.049425531	11.876922914	 3.299759333	 0.551568493	 0.348681526	 1.780016019	39.247163493	 0.008988151	 0.223686163	 6.137909825
PM.PS.0028.N.genes.results	 4.513986777	 8.924437921	 0.025125843	 0.716811427	 2.195042217	 1.780016019	 0.716811427	 3.299759333	 1.455918811	17.214233557	 0.049425531	11.876922914	 2.654711932	 1.173100207	 0.182962808	 0.348681526	39.247163493	 0.008988151	 0.182962808	 6.137909825
PM.AU.0036.N.genes.results	 1.780016019	 3.299759333	 0.008988151	 0.348681526	 1.455918811	 2.654711932	 1.173100207	 2.195042217	 0.882054361	 8.924437921	 0.049425531	17.214233557	 6.137909825	 0.551568493	 0.142239454	 4.513986777	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.AS.0027.N.genes.results	 8.924437921	 6.137909825	 0.008988151	 0.142239454	 1.987529118	 1.987529118	 0.882054361	 2.654711932	 1.173100207	11.876922914	 0.037275687	 4.513986777	 3.299759333	 0.450125010	 0.450125010	 1.455918811	39.247163493	 0.037275687	 0.223686163	17.214233557
PM.AU.0035.N.genes.results	 3.299759333	 2.654711932	 0.008988151	 0.223686163	 1.455918811	 1.780016019	 0.551568493	 2.195042217	 1.173100207	11.876922914	 0.025125843	17.214233557	 4.513986777	 0.882054361	 0.142239454	 6.137909825	39.247163493	 0.049425531	 0.348681526	 8.924437921
PM.PS.0041.N.genes.results	 3.299759333	 8.924437921	 0.008988151	 0.142239454	 1.455918811	 1.780016019	 2.195042217	 2.654711932	 1.173100207	 6.137909825	 0.025125843	11.876922914	 4.513986777	 0.551568493	 0.223686163	 0.882054361	39.247163493	 0.049425531	 0.348681526	17.214233557
PM.PB.1026.N.genes.results	 1.78001602	 6.13790983	 0.01705700	 0.22368616	 1.45591881	 2.19504222	 2.65471193	 3.29975933	 1.17310021	11.87692291	 0.04942553	17.21423356	 4.51398678	 0.55156849	 0.14223945	 0.88205436	39.24716349	 0.01705700	 0.34868153	 8.92443792
PM.PB.1034.N.genes.results	 2.654711932	11.876922914	 0.008988151	 0.348681526	 2.195042217	 1.780016019	 1.173100207	 3.299759333	 1.455918811	 6.137909825	 0.037275687	17.214233557	 4.513986777	 0.882054361	 0.142239454	 0.551568493	39.247163493	 0.037275687	 0.223686163	 8.924437921
PM.PS.0008.N.genes.results	 6.137909825	 4.513986777	 0.008988151	 0.348681526	 1.780016019	 2.195042217	 0.882054361	 2.654711932	 1.173100207	11.876922914	 0.049425531	17.214233557	 3.299759333	 0.551568493	 0.142239454	 1.455918811	39.247163493	 0.025125843	 0.223686163	 8.924437921
PM.AU.0059.N.genes.results	 2.195042217	 6.137909825	 0.025125843	 0.223686163	 1.173100207	 1.455918811	 1.780016019	 2.654711932	 0.882054361	11.876922914	 0.049425531	 8.924437921	 4.513986777	 0.551568493	 0.348681526	 3.299759333	39.247163493	 0.008988151	 0.142239454	17.214233557
PM.AS.0024.N.genes.results	 4.513986777	11.876922914	 0.008988151	 0.450125010	 1.455918811	 2.195042217	 0.882054361	 2.654711932	 1.780016019	 8.924437921	 0.049425531	 6.137909825	 3.299759333	 0.450125010	 0.142239454	 1.173100207	39.247163493	 0.025125843	 0.223686163	17.214233557
PM.PS.0011.N.genes.results	 2.654711932	17.214233557	 0.008988151	 0.348681526	 2.195042217	 1.455918811	 1.173100207	 3.299759333	 0.882054361	 8.924437921	 0.037275687	 6.137909825	 4.513986777	 0.551568493	 0.142239454	 1.780016019	39.247163493	 0.037275687	 0.223686163	11.876922914
PM.AU.0044.N.genes.results	 2.654711932	 5.325948301	 0.008988151	 0.348681526	 1.780016019	 1.173100207	 1.455918811	 3.299759333	 0.882054361	 8.924437921	 0.049425531	17.214233557	 5.325948301	 0.551568493	 0.223686163	 2.195042217	39.247163493	 0.025125843	 0.142239454	11.876922914
PM.AS.0013.N.genes.results	 6.137909825	 4.513986777	 0.008988151	 0.142239454	 1.455918811	 1.780016019	 0.882054361	 2.195042217	 1.173100207	11.876922914	 0.025125843	 8.924437921	 2.654711932	 0.551568493	 0.348681526	 3.299759333	39.247163493	 0.049425531	 0.223686163	17.214233557
PM.PU.1015.N.genes.results	 4.513986777	 6.137909825	 0.025125843	 0.348681526	 2.195042217	 1.780016019	 1.173100207	 2.654711932	 1.455918811	 8.924437921	 0.049425531	11.876922914	 3.299759333	 0.882054361	 0.223686163	 0.551568493	39.247163493	 0.008988151	 0.142239454	17.214233557
PM.AA.0059.N.genes.results	 3.299759333	 6.137909825	 0.008988151	 0.348681526	 1.780016019	 2.195042217	 1.173100207	 2.654711932	 1.455918811	 8.924437921	 0.049425531	17.214233557	 4.513986777	 0.551568493	 0.142239454	 0.882054361	39.247163493	 0.025125843	 0.223686163	11.876922914
PM.PU.1005.N.genes.results	 6.137909825	 4.513986777	 0.008988151	 0.551568493	 1.780016019	 2.195042217	 0.882054361	 2.654711932	 1.455918811	17.214233557	 0.049425531	11.876922914	 3.299759333	 0.223686163	 0.348681526	 1.173100207	39.247163493	 0.025125843	 0.142239454	 8.924437921
PM.AU.0001.N.genes.results	17.214233557	 2.654711932	 0.095832492	 0.286183845	 1.780016019	 1.173100207	 1.455918811	 2.195042217	 0.716811427	 6.137909825	 0.008988151	11.876922914	 4.513986777	 0.716811427	 0.025125843	 3.299759333	39.247163493	 0.095832492	 0.286183845	 8.924437921
PM.AS.0036.N.genes.results	 6.13790983	 4.51398678	 0.01705700	 0.14223945	 1.45591881	 1.78001602	 0.88205436	 2.65471193	 1.17310021	17.21423356	 0.01705700	 8.92443792	 3.29975933	 0.34868153	 0.22368616	 2.19504222	39.24716349	 0.04942553	 0.55156849	11.87692291
PM.AU.0018.N.genes.results	17.214233557	 3.299759333	 0.025125843	 0.551568493	 1.455918811	 2.654711932	 0.882054361	 1.780016019	 1.173100207	 8.924437921	 0.049425531	11.876922914	 2.195042217	 0.348681526	 0.142239454	 4.513986777	39.247163493	 0.008988151	 0.223686163	 6.137909825
PM.AU.0057.N.genes.results	 6.137909825	 4.513986777	 0.008988151	 0.348681526	 2.195042217	 1.780016019	 1.173100207	 2.654711932	 1.455918811	 8.924437921	 0.037275687	39.247163493	 3.299759333	 0.551568493	 0.142239454	 0.882054361	17.214233557	 0.037275687	 0.223686163	11.876922914
PM.AS.0032.N.genes.results	39.247163493	 4.513986777	 0.008988151	 0.882054361	 2.195042217	 1.780016019	 0.551568493	 3.299759333	 1.455918811	 6.137909825	 0.049425531	11.876922914	 2.654711932	 0.348681526	 0.142239454	 1.173100207	17.214233557	 0.025125843	 0.223686163	 8.924437921
PM.PS.0007.N.genes.results	 4.513986777	 8.924437921	 0.008988151	 0.348681526	 1.455918811	 2.195042217	 0.882054361	 2.654711932	 1.173100207	11.876922914	 0.049425531	 6.137909825	 3.299759333	 0.551568493	 0.142239454	 1.780016019	39.247163493	 0.025125843	 0.223686163	17.214233557
PM.PS.0005.N.genes.results	 3.299759333	 6.137909825	 0.025125843	 0.223686163	 1.173100207	 2.195042217	 1.455918811	 1.780016019	 0.882054361	11.876922914	 0.049425531	 8.924437921	 4.513986777	 0.551568493	 0.348681526	 2.654711932	39.247163493	 0.008988151	 0.142239454	17.214233557
PM.AU.0051.N.genes.results	11.876922914	 3.299759333	 0.008988151	 0.551568493	 1.780016019	 1.173100207	 0.882054361	 2.195042217	 1.455918811	 8.924437921	 0.037275687	17.214233557	 2.654711932	 0.223686163	 0.142239454	 6.137909825	39.247163493	 0.037275687	 0.348681526	 4.513986777
PM.AU.0071.N.genes.results	 2.654711932	 4.513986777	 0.008988151	 0.348681526	 1.780016019	 1.173100207	 1.455918811	 3.299759333	 0.882054361	 6.137909825	 0.025125843	17.214233557	 8.924437921	 0.551568493	 0.142239454	 2.195042217	39.247163493	 0.049425531	 0.223686163	11.876922914
PM.AA.0062.N.genes.results	 4.513986777	 8.924437921	 0.008988151	 0.142239454	 2.195042217	 1.780016019	 1.455918811	 2.654711932	 1.173100207	 6.137909825	 0.049425531	11.876922914	 3.299759333	 0.348681526	 0.551568493	 0.882054361	17.214233557	 0.025125843	 0.223686163	39.247163493
PM.PS.0035.N.genes.results	 3.299759333	 6.137909825	 0.008988151	 0.182962808	 1.780016019	 2.195042217	 1.173100207	 2.654711932	 1.455918811	 8.924437921	 0.049425531	17.214233557	 4.513986777	 0.551568493	 0.182962808	 0.882054361	39.247163493	 0.025125843	 0.348681526	11.876922914
PM.AU.0002.N.genes.results	 6.137909825	 4.513986777	 0.008988151	 0.348681526	 1.780016019	 1.455918811	 0.882054361	 2.195042217	 1.173100207	 8.924437921	 0.049425531	17.214233557	 2.654711932	 0.551568493	 0.223686163	 3.299759333	39.247163493	 0.025125843	 0.142239454	11.876922914
PM.AU.0026.N.genes.results	 2.195042217	 3.299759333	 0.008988151	 0.223686163	 0.882054361	 2.654711932	 1.173100207	 1.780016019	 1.455918811	 6.137909825	 0.049425531	17.214233557	 4.513986777	 0.551568493	 0.142239454	 8.924437921	39.247163493	 0.025125843	 0.348681526	11.876922914
PM.AU.0031.N.genes.results	 4.513986777	 8.924437921	 0.008988151	 0.142239454	 0.882054361	 1.780016019	 1.173100207	 2.654711932	 1.455918811	 6.137909825	 0.037275687	11.876922914	 3.299759333	 0.348681526	 0.223686163	 2.195042217	39.247163493	 0.037275687	 0.551568493	17.214233557
PM.PS.0032.N.genes.results	 3.299759333	 8.924437921	 0.008988151	 0.142239454	 1.780016019	 2.195042217	 1.173100207	 2.654711932	 1.455918811	11.876922914	 0.049425531	 6.137909825	 4.513986777	 0.551568493	 0.223686163	 0.882054361	17.214233557	 0.025125843	 0.348681526	39.247163493
PM.PU.0002.N.genes.results	 6.137909825	 4.513986777	 0.008988151	 0.882054361	 2.195042217	 1.455918811	 1.780016019	 2.654711932	 1.173100207	 8.924437921	 0.049425531	11.876922914	 3.299759333	 0.348681526	 0.223686163	 0.551568493	39.247163493	 0.025125843	 0.142239454	17.214233557
